,seed,dataset,num_clients,split,split_args,model,model_params,glob_c_idx,glob_c_idx_ipcw,glob_ibs,iso_c_idx,iso_c_idx_ipcw,iso_ibs,fed_c_idx,fed_c_idx_ipcw,fed_ibs
194,31514,metabric,10,uniform,{'min_samples': 25},nnet-survival,{'epochs': 500},0.6043769361446987,0.5470938157437961,0.1966490286609169,0.4769701209153593,0.4306066516096023,0.2850408138433833,0.569781153192765,0.5342081790815743,0.2051721660779629
197,31514,metabric,10,uniform,{'min_samples': 25},pc-hazard,{'epochs': 500},0.6021185170380734,0.5571027049094435,0.1993012833488582,0.486991106225642,0.434695303565266,0.2791765103999543,0.5878684920555611,0.5315223866504897,0.2069312502170086
328,31514,metabric,10,uniform,{'min_samples': 25},rsf,"{'params': {'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 15, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 300}",0.6305586089737184,0.5678915746236383,0.190006076380544,0.5958449085640052,0.5622281051486662,0.1983164511669626,0.6181472968921755,0.5885961263493763,0.1879496220159709
329,31514,metabric,10,uniform,{'min_samples': 25},rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 15, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 100}",0.6305586089737184,0.5678915746236383,0.190006076380544,0.5958449085640052,0.5622281051486662,0.1983164511669626,0.623063855301289,0.5901659607631555,0.1894604506081006
210,31514,support2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",cox_ph,{'epochs': 500},0.8219467160887826,0.8081971621972431,0.1260244002239393,0.8165315453830214,0.8004666980573539,0.1366958732461506,0.8420708531409639,0.8255790412213937,0.1295998646106458
214,31514,support2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deephit,{'epochs': 500},0.8237931196879537,0.8124745138203369,0.129399636283695,0.8227684557250978,0.8080395612532266,0.1511334793457405,0.8373190995423467,0.8259759153608345,0.1306712531389882
211,31514,support2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deepsurv,{'epochs': 500},0.776353152045034,0.764455273470775,0.1544831166657993,0.8118449284155004,0.7988117445774169,0.1432498692510754,0.8432974025686203,0.8295346077797875,0.1262369448067573
213,31514,support2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nmtlr,{'epochs': 500},0.8269734217612447,0.8118697282485291,0.1448077153114111,0.8180684374411312,0.8040904968140641,0.1496965164770448,0.8235382522744147,0.8117482643135646,0.1375764325085197
212,31514,support2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nnet-survival,{'epochs': 500},0.830837294859435,0.8204541472746215,0.1301041503266814,0.8175021885353988,0.8049980537251733,0.1344158747642208,0.8478829382888423,0.8369220030504109,0.1290969551591191
215,31514,support2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",pc-hazard,{'epochs': 500},0.8356998603769822,0.8260599553161339,0.1261690320109464,0.8182646437950865,0.8056614126693628,0.1342188362125554,0.815228050929158,0.8061688459346182,0.1230782394925736
386,31514,support2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 500, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 400}",0.8249493728045388,0.8047850402613043,0.1862251617680661,0.8288513374998615,0.8094003074139066,0.1900300429940544,0.8369326429750784,0.8180494793176408,0.1850417873785941
387,31514,support2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 500, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 550}",0.8249493728045388,0.8047850402613043,0.1862251617680661,0.8288513374998615,0.8094003074139066,0.1900300429940544,0.836090818678457,0.8158291296992529,0.1599720754792483
204,31514,support2,10,uniform,{'min_samples': 25},cox_ph,{'epochs': 500},0.8202429828352338,0.8066776864182221,0.1258243525804364,0.8160621530201789,0.8004026715866328,0.1331755401793075,0.8434234511264032,0.8283970562945122,0.1274528988093793
208,31514,support2,10,uniform,{'min_samples': 25},deephit,{'epochs': 500},0.8237931196879537,0.8124745138203369,0.129399636283695,0.8320901274891128,0.8185745112550793,0.141849143766136,0.8465750113582217,0.836762525973806,0.1294509483567989
205,31514,support2,10,uniform,{'min_samples': 25},deepsurv,{'epochs': 500},0.7779398402092129,0.7663711435291979,0.1545244852401412,0.8124899922985716,0.7989540545011729,0.1399796051153936,0.847416835654843,0.8345860507933985,0.1224743781903819
207,31514,support2,10,uniform,{'min_samples': 25},nmtlr,{'epochs': 500},0.8295418342696941,0.8147689810767889,0.1410163255827755,0.8245381220704099,0.8106896534411415,0.1459799275007483,0.8442746251786842,0.8335103489862249,0.1187910044251308
206,31514,support2,10,uniform,{'min_samples': 25},nnet-survival,{'epochs': 500},0.8303843511408087,0.8199679915794983,0.1307819679975863,0.820642806090223,0.8084615137463602,0.1312219479247213,0.8483642775616945,0.8385295565147597,0.1233320990723608
209,31514,support2,10,uniform,{'min_samples': 25},pc-hazard,{'epochs': 500},0.8350931651208404,0.8255232197980354,0.1263007279508028,0.8194268530523143,0.8067960759977497,0.1321446523281231,0.8347607293640504,0.8261206421406168,0.1272758287704629
384,31514,support2,10,uniform,{'min_samples': 25},rsf,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 500, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 750}",0.8292322534711833,0.8108862322219138,0.1841295078827636,0.8274740492337356,0.808951496770618,0.1888314090689194,0.8345252540363242,0.8147198667133129,0.1871698492576537
385,31514,support2,10,uniform,{'min_samples': 25},rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 500, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 600}",0.8292322534711833,0.8108862322219138,0.1841295078827636,0.8274740492337356,0.808951496770618,0.1888314090689194,0.8338763117360903,0.815581709634342,0.1625540638675789
458,31514,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",cox_ph,{'epochs': 500},0.7860742098030233,0.79249665273089,0.1264162515762945,0.6918460833715071,0.6903119668422819,0.167902229644915,0.7576729271644526,0.7678389979816647,0.1425487334802311
462,31514,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deephit,{'epochs': 500},0.7979844251030692,0.7959595164125057,0.1397759814120697,0.681539166284929,0.6746743148137724,0.176499546888122,0.79340357306459,0.796144210911511,0.1414653659046746
459,31514,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deepsurv,{'epochs': 500},0.7869903802107192,0.7906270394037604,0.1497825881579851,0.6866239120476408,0.6855712865140539,0.1810453863522764,0.7851580393953276,0.790692775413852,0.1350159295434358
461,31514,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nmtlr,{'epochs': 500},0.7457627118644068,0.764097581891653,0.1586693118827166,0.6877233165368759,0.680713318254812,0.1687243336209671,0.7956939990838295,0.7980020815299557,0.1211768657534139
460,31514,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nnet-survival,{'epochs': 500},0.7952359138799817,0.7905694815998587,0.1369338518078505,0.6560696289509849,0.6496633166901093,0.1908092018616392,0.7191937700412276,0.7188589358118128,0.165949825388896
463,31514,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",pc-hazard,{'epochs': 500},0.7833256985799358,0.7903481700416738,0.1440393659879336,0.6420522217132387,0.6360242544839121,0.1899375340094652,0.7077416399450298,0.7063111970303467,0.1699714369000864
456,31514,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 1000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 1200}",0.7746220797068255,0.7716201932907347,0.1727349122739884,0.6903344021988089,0.6902784835184448,0.1894920437584265,0.7242327072835547,0.7437707968063934,0.1861106310827608
457,31514,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 1000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 1100}",0.7746220797068255,0.7716201932907347,0.1727349122739884,0.6903344021988089,0.6902784835184448,0.1894920437584265,0.7141548327989006,0.719284871186996,0.1861129523003802
450,31514,whas500,10,uniform,{'min_samples': 25},cox_ph,{'epochs': 500},0.7892808062299588,0.7957826724841803,0.1263821546937941,0.6864864864864865,0.6827639649635182,0.1818535505576773,0.7393495190105359,0.7519272031688778,0.1523620934580228
454,31514,whas500,10,uniform,{'min_samples': 25},deephit,{'epochs': 500},0.798900595510765,0.796719248149151,0.1397483679483797,0.6724232707283556,0.6694438328132044,0.1769484791457234,0.798442510306917,0.8063355421933043,0.1396539687149702
451,31514,whas500,10,uniform,{'min_samples': 25},deepsurv,{'epochs': 500},0.7879065506184151,0.7931363867395061,0.1482651435492935,0.6938158497480532,0.6867815256328449,0.1958272490242145,0.7595052679798443,0.7689468263799972,0.1477867877898495
453,31514,whas500,10,uniform,{'min_samples': 25},nmtlr,{'epochs': 500},0.7457627118644068,0.764097581891653,0.1586693118827166,0.687906550618415,0.6764076654342993,0.1818475416050512,0.7824095281722401,0.7888888828862104,0.1323012702371253
452,31514,whas500,10,uniform,{'min_samples': 25},nnet-survival,{'epochs': 500},0.7956939990838295,0.7929492469713071,0.1369817426765127,0.6326156665139715,0.6231828863792129,0.1867374524764352,0.7311039853412735,0.7294344011409879,0.1573693752205401
455,31514,whas500,10,uniform,{'min_samples': 25},pc-hazard,{'epochs': 500},0.7833256985799358,0.7903481700416738,0.1440393659879336,0.6461749885478698,0.6370911601556692,0.1878781146920749,0.7329363261566652,0.739279154391375,0.1611229799106966
448,31514,whas500,10,uniform,{'min_samples': 25},rsf,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 1000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 800}",0.7792029317453046,0.7759192954085303,0.1724700680770108,0.7142922583600549,0.7066783263256287,0.1898401172869362,0.7659184608337151,0.7668313938624262,0.1858172819076254
449,31514,whas500,10,uniform,{'min_samples': 25},rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 1000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 1100}",0.7792029317453046,0.7759192954085303,0.1724700680770108,0.7142922583600549,0.7066783263256287,0.1898401172869362,0.771873568483738,0.7616194032836202,0.1843108460979586
174,37118,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",cox_ph,{'epochs': 500},0.5496332085870153,0.5281720633111346,0.1670452791489474,0.5006916904057048,0.4992532888032232,0.1702601862993266,0.5534873112513732,0.532576174470228,0.1662599360876078
178,37118,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deephit,{'epochs': 500},0.5002839375151278,0.5054873157907698,0.1684867071252524,0.5299260831517996,0.5170948696621182,0.178060221204845,0.5421018823660839,0.5287424783693487,0.1662028474457308
175,37118,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deepsurv,{'epochs': 500},0.5176646372116405,0.5120835655513344,0.1707920936762799,0.5297636336554394,0.5191746918931,0.1668846039384497,0.5395045523096688,0.5229612975369858,0.1668322720065968
177,37118,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nmtlr,{'epochs': 500},0.5292455640581653,0.5206221775899101,0.1725904899836799,0.534929900016757,0.5192681236616191,0.1688856329224536,0.5273929881397903,0.5064635519771888,0.1652372116979531
176,37118,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nnet-survival,{'epochs': 500},0.5205598689232717,0.511141195016193,0.1675857990160663,0.4876724571300899,0.4897686706354939,0.1762489655126871,0.5279143160364185,0.5104377974248946,0.1700019537687704
179,37118,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",pc-hazard,{'epochs': 500},0.5235202666219814,0.5170269520294325,0.1671802779038217,0.501428066059692,0.4981194270073475,0.1744196292257062,0.5103474278053958,0.4967773284112408,0.1720771991619219
350,37118,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 2000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 2000}",0.5552514476158558,0.5362326191214533,0.166568525599643,0.5361666573572399,0.52256547213932,0.168629340842335,0.5621218045392765,0.540719809967141,0.1665419830151938
351,37118,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 2000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 2000}",0.5552514476158558,0.5362326191214533,0.166568525599643,0.5361666573572399,0.52256547213932,0.168629340842335,0.5637462995028766,0.5424295666143834,0.1665845511637354
168,37118,Aids2,10,uniform,{'min_samples': 25},cox_ph,{'epochs': 500},0.5444478579009104,0.5238670822861717,0.1677697506550253,0.5188906887113891,0.5093724935873554,0.1700170863783463,0.5291245415107337,0.5112312750409801,0.1674180963018779
172,37118,Aids2,10,uniform,{'min_samples': 25},deephit,{'epochs': 500},0.4984220521700274,0.5027246365593108,0.1683967940175099,0.5341944553054423,0.5235686424862672,0.1811740868909604,0.5244046621609041,0.5168727547096462,0.1681680226993746
169,37118,Aids2,10,uniform,{'min_samples': 25},deepsurv,{'epochs': 500},0.511203895064142,0.5078516288459028,0.1715409349576928,0.5389255059673426,0.5213623987152813,0.169031167982601,0.5451646837587741,0.522747217840273,0.1664774213266917
171,37118,Aids2,10,uniform,{'min_samples': 25},nmtlr,{'epochs': 500},0.5326714330931501,0.5220952112381378,0.1712313532768903,0.533325885791953,0.519441591664344,0.1681507214588569,0.5474920404401497,0.5282739430772174,0.1649559697543947
170,37118,Aids2,10,uniform,{'min_samples': 25},nnet-survival,{'epochs': 500},0.5205598689232717,0.511141195016193,0.1675857990160663,0.4997896069560036,0.4919516745947083,0.1737759174339085,0.5285194287735762,0.5144948541662264,0.1710076366878954
173,37118,Aids2,10,uniform,{'min_samples': 25},pc-hazard,{'epochs': 500},0.5250283937515128,0.5179455756070924,0.1672296380752228,0.5066525163380439,0.5006054128899842,0.1748790916222058,0.5275977955277514,0.5176160116354519,0.1700733104468783
348,37118,Aids2,10,uniform,{'min_samples': 25},rsf,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 2000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 2000}",0.5531102794689903,0.53339934412119,0.1666094577563263,0.5297319816045729,0.5168305191189587,0.1675976320141883,0.5443454542069299,0.5269603159677132,0.166454661314063
349,37118,Aids2,10,uniform,{'min_samples': 25},rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 2000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 1000}",0.5531102794689903,0.53339934412119,0.1666094577563263,0.5297319816045729,0.5168305191189587,0.1675976320141883,0.5426744121097022,0.5245131146240685,0.1662289225807305
126,37118,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",cox_ph,{'epochs': 500},0.634095238095238,0.6782796025392007,0.196675699762727,0.5936761904761905,0.5961853850309723,0.2097917064888922,0.6403809523809524,0.5985479068281357,0.1959725325765396
130,37118,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deephit,{'epochs': 500},0.6483809523809524,0.6745202733698401,0.2014377117628777,0.5774857142857142,0.5841576013901958,0.2269686406884112,0.6342857142857142,0.6781334997845271,0.2027817383013717
127,37118,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deepsurv,{'epochs': 500},0.6512380952380953,0.6332903942398326,0.2139016782434749,0.5854666666666668,0.5787578784127005,0.2117566767725255,0.6586666666666666,0.6922136696717768,0.1891581467775078
129,37118,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nmtlr,{'epochs': 500},0.5908571428571429,0.6291752011848849,0.2512657014001061,0.5741333333333333,0.5858874923870635,0.216526820045785,0.6636190476190477,0.6599849793314817,0.202291486644488
128,37118,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nnet-survival,{'epochs': 500},0.6249523809523809,0.6139621220265795,0.213555949144601,0.5413714285714286,0.5515853084665809,0.2553754918153648,0.6215238095238095,0.6726437574603921,0.2034494891590662
131,37118,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",pc-hazard,{'epochs': 500},0.6295238095238095,0.6642776729862893,0.2085256637844977,0.5489714285714287,0.5565427568976685,0.2410841272319516,0.6306666666666667,0.6808276362937,0.1964003577773956
318,37118,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 500}",0.6699047619047619,0.6985480919774729,0.1921030395030095,0.6129428571428571,0.618363553893757,0.2055483762437602,0.6407619047619048,0.6858503021755782,0.2002468240359416
319,37118,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 400}",0.6699047619047619,0.6985480919774729,0.1921030395030095,0.6129428571428571,0.618363553893757,0.2055483762437602,0.6470476190476191,0.7280765734638471,0.1963138960775671
120,37118,GBSG2,10,uniform,{'min_samples': 25},cox_ph,{'epochs': 500},0.6346666666666667,0.6793353072586323,0.1962489343902929,0.5708952380952381,0.5697084009264796,0.216052950491544,0.6034285714285714,0.6131059661938604,0.2047651308899149
124,37118,GBSG2,10,uniform,{'min_samples': 25},deephit,{'epochs': 500},0.6506666666666666,0.6726335706476374,0.2016931919047515,0.5530476190476191,0.5458944403132416,0.2346919563889337,0.6394285714285715,0.6793100924656984,0.2029641279733538
121,37118,GBSG2,10,uniform,{'min_samples': 25},deepsurv,{'epochs': 500},0.6580952380952381,0.6748035298398363,0.2119699107453488,0.5802857142857143,0.5601551048563868,0.2275459612511787,0.6476190476190476,0.6433528343211733,0.1983094011498596
123,37118,GBSG2,10,uniform,{'min_samples': 25},nmtlr,{'epochs': 500},0.5935238095238096,0.6275888454658516,0.2536586347775514,0.5800380952380951,0.5777079248724102,0.2266193877296081,0.6539047619047619,0.6515683968671704,0.1993743404362457
122,37118,GBSG2,10,uniform,{'min_samples': 25},nnet-survival,{'epochs': 500},0.6299047619047619,0.6197551513549783,0.2129992329679226,0.5409714285714287,0.5444169389511375,0.24284389759393,0.6236190476190476,0.6777041800691849,0.2018865171345446
125,37118,GBSG2,10,uniform,{'min_samples': 25},pc-hazard,{'epochs': 500},0.6268571428571429,0.6578188012992279,0.2091350179847401,0.5454476190476191,0.5353837427529495,0.2342292811537448,0.6295238095238095,0.6840683428854454,0.1993815467482865
316,37118,GBSG2,10,uniform,{'min_samples': 25},rsf,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 400}",0.6691428571428572,0.6988209896694012,0.1904887452795933,0.616904761904762,0.6256102825250739,0.2045306059342792,0.6546666666666666,0.7304262285028396,0.195495785868364
317,37118,GBSG2,10,uniform,{'min_samples': 25},rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 200}",0.6691428571428572,0.6988209896694012,0.1904887452795933,0.616904761904762,0.6256102825250739,0.2045306059342792,0.6441904761904762,0.717736615108977,0.1961759863575584
162,37118,flchain,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",cox_ph,{'epochs': 500},0.9312100337308186,0.9396189040236812,0.0439309634032199,0.8606280583400636,0.868813781886454,0.0657228024413206,0.4180284099007079,0.4290892277998071,0.1310313106214194
166,37118,flchain,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deephit,{'epochs': 500},0.9270844220628058,0.9363187066650464,0.047156179699333,0.9211496033065704,0.9309618296664712,0.0552632864788965,0.928030785310466,0.9370576853454832,0.0456828308987685
163,37118,flchain,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deepsurv,{'epochs': 500},0.9286920993871444,0.937214287664274,0.0486317841585863,0.8606948548624638,0.8674050236230328,0.0643624435453151,0.8642994916623118,0.8683926391780882,0.1228041241103132
165,37118,flchain,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nmtlr,{'epochs': 500},0.930332082284194,0.9387156581092924,0.0476905629509409,0.9258037911539742,0.9347184452873456,0.0503794368711495,0.9324927550002376,0.9407890269249752,0.0455762514500881
164,37118,flchain,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nnet-survival,{'epochs': 500},0.925813102760226,0.9352318975315242,0.047113398892882,0.9109519692146896,0.920293502877587,0.0619515412872677,0.9306665399781462,0.939028393014558,0.0464202731477446
167,37118,flchain,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",pc-hazard,{'epochs': 500},0.925763694237256,0.9349940255422974,0.0474927076215212,0.899772720794337,0.9093402575535544,0.0638062918601939,0.9308204665304765,0.9392668878956066,0.0465880351649481
382,37118,flchain,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 250}",0.9235289087367572,0.9332975699174888,0.0436115040680109,0.9215172217207468,0.9312557911937624,0.0479368111676848,0.9232267566155162,0.9327553861046566,0.0458767324369799
383,37118,flchain,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 300}",0.9235289087367572,0.9332975699174888,0.0436115040680109,0.9215172217207468,0.9312557911937624,0.0479368111676848,0.9227421730248468,0.9324538009133008,0.0450816999844628
156,37118,flchain,10,uniform,{'min_samples': 25},cox_ph,{'epochs': 500},0.9313202527435984,0.9397145792095176,0.0438941807800313,0.9274181196256354,0.936151005129741,0.0567263056309764,0.927050216162288,0.9359102700976972,0.0519888987773804
160,37118,flchain,10,uniform,{'min_samples': 25},deephit,{'epochs': 500},0.9275138961470852,0.9366720961675538,0.0467567790974227,0.9203088032685638,0.9300797004785236,0.0577474929641974,0.924682407715331,0.9342288461912704,0.045435551286045
157,37118,flchain,10,uniform,{'min_samples': 25},deepsurv,{'epochs': 500},0.9285704784075252,0.9371039119441552,0.0483287109594849,0.9247681124994064,0.9341045221954948,0.0559208851487639,0.933043850064136,0.9411323789643492,0.0433877449689188
159,37118,flchain,10,uniform,{'min_samples': 25},nmtlr,{'epochs': 500},0.9305487196541404,0.938992298371152,0.0470843864037814,0.9230196208846028,0.9324810217332437,0.0502356297493932,0.9336177490617132,0.9416990797217042,0.0436083717430611
158,37118,flchain,10,uniform,{'min_samples': 25},nnet-survival,{'epochs': 500},0.9257998004655804,0.9352135970489336,0.0469940413064416,0.9137996104327996,0.9240534084110203,0.0602426188151867,0.9306228324385956,0.9391203124255656,0.0464337722148379
161,37118,flchain,10,uniform,{'min_samples': 25},pc-hazard,{'epochs': 500},0.925763694237256,0.9349940255422974,0.0474927076215212,0.8876098627013158,0.896296654455732,0.0682452337901206,0.929942515083852,0.9386942678274992,0.0470123444946132
