,seed,dataset,num_clients,split,split_args,model,model_params,glob_c_idx,glob_c_idx_ipcw,glob_ibs,iso_c_idx,iso_c_idx_ipcw,iso_ibs,fed_c_idx,fed_c_idx_ipcw,fed_ibs
265,5306,support2,10,uniform,{'min_samples': 25},deepsurv,{'epochs': 500},0.792551942000336,0.7797069518837055,0.141808210145511,0.8145236852175719,0.7995777206860402,0.1371468686754871,0.8451996997133057,0.8298007436639412,0.1184098527733625
267,5306,support2,10,uniform,{'min_samples': 25},nmtlr,{'epochs': 500},0.8264488589035911,0.8131474509999193,0.1341150772534025,0.8221518594702882,0.8067670108198343,0.1399503330926603,0.8482137193657733,0.8345044846301362,0.1138213789582461
266,5306,support2,10,uniform,{'min_samples': 25},nnet-survival,{'epochs': 500},0.8341508501501085,0.8211645776985101,0.1235922168321692,0.8263153052113126,0.8119229645785773,0.1230603379082133,0.8494356380639175,0.83669927595046,0.1173785956252705
269,5306,support2,10,uniform,{'min_samples': 25},pc-hazard,{'epochs': 500},0.8399676850251877,0.827645848899853,0.1221580897606822,0.8256069687703231,0.8111077490429224,0.1235366228454947,0.8232170129001993,0.8106134751295437,0.118301361643246
392,5306,support2,10,uniform,{'min_samples': 25},rsf,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 500, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 400}",0.8138504798104597,0.7944230910288096,0.1728802661874295,0.8199733868477495,0.8006387227131075,0.175635819504691,0.8266583207226398,0.8063439475733795,0.1741668164239524
393,5306,support2,10,uniform,{'min_samples': 25},rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 500, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 600}",0.8138504798104597,0.7944230910288096,0.1728802661874295,0.8199733868477495,0.8006387227131075,0.175635819504691,0.8223645276932224,0.8034916462156658,0.1521583692852939
474,5306,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",cox_ph,{'epochs': 500},0.8470115967885816,0.8030380762500775,0.1194684244926177,0.7490187332738626,0.7184251380037201,0.1617623500661231,0.8260481712756468,0.7844440403771351,0.1320056747269573
478,5306,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deephit,{'epochs': 500},0.7988403211418377,0.7522344181044964,0.1601107359468199,0.69964317573595,0.6748668322722626,0.1774662240291272,0.8487957181088314,0.8215147773253524,0.1332895096686457
475,5306,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deepsurv,{'epochs': 500},0.8247100802854594,0.77874601708827,0.1504667366581025,0.770963425512935,0.7466041650090615,0.157990078181456,0.8425512934879572,0.8134454694227921,0.1211035028029742
477,5306,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nmtlr,{'epochs': 500},0.8006244424620874,0.7657059891435486,0.1708576645045215,0.7283229259589652,0.6987419148351538,0.1713862851067324,0.8238180196253345,0.7966841566239834,0.1509887048589248
476,5306,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nnet-survival,{'epochs': 500},0.8099910793933988,0.7474694920443025,0.145988846100056,0.5841213202497769,0.5777150325238134,0.2019942658900134,0.8233719892952721,0.8017931669286281,0.1403678242633869
479,5306,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",pc-hazard,{'epochs': 500},0.8153434433541481,0.7739217160104935,0.1447811073321943,0.6031668153434434,0.5960842857806986,0.2016701972965343,0.8184656556645852,0.7942113107288802,0.1456959638278743
472,5306,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 1000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 1100}",0.851471900089206,0.8267132726436345,0.1633219349443846,0.7964986619090098,0.7699303654431182,0.186731405385568,0.8305084745762712,0.8035399411716272,0.1813802079243082
473,5306,whas500,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 1000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 700}",0.851471900089206,0.8267132726436345,0.1633219349443846,0.7964986619090098,0.7699303654431182,0.186731405385568,0.8568242640499554,0.8388772573906328,0.1772284845525761
466,5306,whas500,10,uniform,{'min_samples': 25},cox_ph,{'epochs': 500},0.8421052631578947,0.8000358803940165,0.1227352472748341,0.7294826048171276,0.7040181815676803,0.1706946592737856,0.8465655664585192,0.814071750744822,0.1217654174126851
470,5306,whas500,10,uniform,{'min_samples': 25},deephit,{'epochs': 500},0.7988403211418377,0.7522344181044964,0.1601107359468199,0.6818911685994647,0.6568346570356287,0.1790910059066125,0.8492417484388939,0.8197959472061566,0.1415699971303193
467,5306,whas500,10,uniform,{'min_samples': 25},deepsurv,{'epochs': 500},0.8224799286351472,0.7766169250720255,0.1509622043208079,0.7537466547725246,0.7237709288309635,0.1821074483976773,0.8550401427297056,0.8259160118002178,0.1139957319581432
469,5306,whas500,10,uniform,{'min_samples': 25},nmtlr,{'epochs': 500},0.8028545941123997,0.7662242481749924,0.1672229742458967,0.7443800178412132,0.7209440366816982,0.1650901414407929,0.8224799286351472,0.7956788287645741,0.1287713152573694
468,5306,whas500,10,uniform,{'min_samples': 25},nnet-survival,{'epochs': 500},0.8095450490633364,0.7469622585068264,0.1462594398741283,0.5863960749330954,0.573052200311656,0.2026475418323737,0.8064228367528992,0.7736089351729288,0.1463487729201917
471,5306,whas500,10,uniform,{'min_samples': 25},pc-hazard,{'epochs': 500},0.8153434433541481,0.7739217160104935,0.1447811073321943,0.6169937555753792,0.6054576359126763,0.1956888033779481,0.8095450490633364,0.7736670962837149,0.1460737630263997
464,5306,whas500,10,uniform,{'min_samples': 25},rsf,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 1000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 900}",0.8550401427297056,0.8269997819105323,0.1636684228164144,0.784322033898305,0.7589927525946167,0.1877210174806355,0.8412132024977699,0.8091661575975084,0.1851517383176972
465,5306,whas500,10,uniform,{'min_samples': 25},rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 1000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 1300}",0.8550401427297056,0.8269997819105323,0.1636684228164144,0.784322033898305,0.7589927525946167,0.1877210174806355,0.8545941123996432,0.8290509354930395,0.1840871545175588
234,31514,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",cox_ph,{'epochs': 500},0.5528340451788933,0.543515048285433,0.1324984194982077,0.533210246719565,0.5263492956186647,0.134297702932034,0.5392880901649618,0.5307593269975401,0.1329093079727864
238,31514,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deephit,{'epochs': 500},0.5222423617203845,0.5218038087158043,0.1331736950078219,0.5451663597535696,0.5377788674863814,0.146818978884327,0.5547815775011811,0.5414887754057597,0.132362121544081
235,31514,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deepsurv,{'epochs': 500},0.5310351809180397,0.5275828398900066,0.1371434259818475,0.5406137619189942,0.5315839961936951,0.1417044992481569,0.5614340393941439,0.5451897208086989,0.1330690537133137
237,31514,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nmtlr,{'epochs': 500},0.5331851794718524,0.5297993708093649,0.1401216986532777,0.5369761186259292,0.5282766501365429,0.1356198497362264,0.5513396515652568,0.5366916318567315,0.1321995871795202
236,31514,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nnet-survival,{'epochs': 500},0.5592840408403312,0.5487431632804087,0.1329917220800651,0.5336412105552395,0.528449264789254,0.1368351103555327,0.5555528774308,0.5474373200938922,0.1346411402248527
239,31514,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",pc-hazard,{'epochs': 500},0.5473096094329981,0.5390094945123771,0.1340405966735952,0.5149449002612778,0.5112890517372262,0.1376069960816651,0.5558228324061666,0.5446404518540027,0.1352382053889404
354,31514,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 2000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 500}",0.5325536776544769,0.5248758891580937,0.1322599846294992,0.5367447286470435,0.5289419543191467,0.1346639578208227,0.5608362819486893,0.5496223209380955,0.1326236723843881
355,31514,Aids2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 2000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 500}",0.5325536776544769,0.5248758891580937,0.1322599846294992,0.5367447286470435,0.5289419543191467,0.1346639578208227,0.5615690168818273,0.5500499446674681,0.1328889004892433
228,31514,Aids2,10,uniform,{'min_samples': 25},cox_ph,{'epochs': 500},0.5537017575997146,0.5441977668568008,0.1325009300327382,0.5352628686572632,0.5286267339805778,0.136050075902769,0.5527665564350517,0.5429932900486922,0.131727802124123
232,31514,Aids2,10,uniform,{'min_samples': 25},deephit,{'epochs': 500},0.5241513290461912,0.5239042794877001,0.1330876775914037,0.5322962563029666,0.5271298120937933,0.1442907659491798,0.5335322644401809,0.5246380903048936,0.1317035986719541
229,31514,Aids2,10,uniform,{'min_samples': 25},deepsurv,{'epochs': 500},0.5352773305309436,0.5304620940105487,0.1365375108481057,0.529002805603494,0.5237297925705832,0.1419527278516447,0.5532004126454624,0.5414690285088565,0.1320208624864985
231,31514,Aids2,10,uniform,{'min_samples': 25},nmtlr,{'epochs': 500},0.5337925781664272,0.5301069446927644,0.1407744437809851,0.5391540768021905,0.5302001698196896,0.1351366759645694,0.5392880901649618,0.5313544822950801,0.1342888670192657
230,31514,Aids2,10,uniform,{'min_samples': 25},nnet-survival,{'epochs': 500},0.5592840408403312,0.5487431632804087,0.1329917220800651,0.5283404517889337,0.5234196436920705,0.1361614771427409,0.5540970488136443,0.545053713413197,0.1336964012156367
233,31514,Aids2,10,uniform,{'min_samples': 25},pc-hazard,{'epochs': 500},0.5520820277475149,0.5423140898294083,0.134598817691746,0.5309908311720866,0.5261713475821611,0.1352894789509111,0.5490932405202418,0.5399045922576986,0.1339944109264631
352,31514,Aids2,10,uniform,{'min_samples': 25},rsf,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 2000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 2000}",0.5291503167150337,0.5217181890059212,0.1322385436807296,0.5345937659683189,0.5262972402147852,0.1336006463974695,0.5406185825435543,0.5305356408663514,0.1325952174267714
353,31514,Aids2,10,uniform,{'min_samples': 25},rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 1, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 5, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 2000, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 1000}",0.5291503167150337,0.5217181890059212,0.1322385436807296,0.5345937659683189,0.5262972402147852,0.1336006463974695,0.539500197645607,0.5279112669950338,0.1327472450779317
186,31514,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",cox_ph,{'epochs': 500},0.673994638069705,0.7923912067909374,0.1895217340952593,0.6188382484361037,0.6528932354334254,0.2156557098068249,0.6777479892761394,0.7935826877631037,0.2009609375593651
190,31514,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deephit,{'epochs': 500},0.6657730116175157,0.787390838406105,0.1912409683123578,0.6254870420017873,0.6839532025234049,0.24637055551674,0.6720285969615728,0.7933075191560954,0.1925367950256312
187,31514,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deepsurv,{'epochs': 500},0.6836461126005362,0.7998365738517959,0.1968528987428446,0.5840750670241286,0.6350827414879613,0.2265339734714511,0.709562109025916,0.8126781705999485,0.1825098526382692
189,31514,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nmtlr,{'epochs': 500},0.6550491510277033,0.7757282843268674,0.220280086496822,0.6459696157283289,0.777107285680554,0.2164323551577237,0.7184986595174263,0.8222869958965329,0.1831111548398169
188,31514,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nnet-survival,{'epochs': 500},0.6534405719392314,0.7855965841766207,0.1917337834227218,0.5875960679177837,0.7464120519168957,0.2532263034560582,0.6750670241286864,0.8036965229590215,0.1745589180023578
191,31514,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",pc-hazard,{'epochs': 500},0.6693476318141197,0.7944448990740035,0.1934122131446651,0.5860232350312778,0.7482972461396459,0.2438794358376794,0.67828418230563,0.8038694666737438,0.1809304044380378
326,31514,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 500}",0.7042001787310098,0.802368231689055,0.1884509045202657,0.656041108132261,0.7472107959506336,0.2062982262123277,0.6950848972296694,0.796963746845127,0.1967940366021582
327,31514,GBSG2,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 400}",0.7042001787310098,0.802368231689055,0.1884509045202657,0.656041108132261,0.7472107959506336,0.2062982262123277,0.6957998212689902,0.798020841864707,0.1960631168166784
180,31514,GBSG2,10,uniform,{'min_samples': 25},cox_ph,{'epochs': 500},0.6879356568364611,0.8000793870048547,0.1892038420339437,0.6023413762287758,0.6604034191732321,0.2134325099249383,0.710455764075067,0.8119454543868051,0.1968952246626177
184,31514,GBSG2,10,uniform,{'min_samples': 25},deephit,{'epochs': 500},0.6657730116175157,0.787390838406105,0.1912409683123578,0.5862377122430741,0.6785786861212073,0.2432561160294149,0.6841823056300268,0.7979009346394477,0.2108804817146625
181,31514,GBSG2,10,uniform,{'min_samples': 25},deepsurv,{'epochs': 500},0.684361036639857,0.8017036434410602,0.1936519789660059,0.6116890080428955,0.6634322819571203,0.2191092708130709,0.6963360142984808,0.8041364547844745,0.1801709572040656
183,31514,GBSG2,10,uniform,{'min_samples': 25},nmtlr,{'epochs': 500},0.6530831099195711,0.7760525720454043,0.2159022672482192,0.6157462019660411,0.6678104011355674,0.2334814505979113,0.6932975871313672,0.8033239034195667,0.1858144241948912
182,31514,GBSG2,10,uniform,{'min_samples': 25},nnet-survival,{'epochs': 500},0.6534405719392314,0.7855965841766207,0.1917337834227218,0.5795174262734584,0.7310203959816688,0.2542299672070428,0.6520107238605898,0.7861477766303399,0.1828410334943808
185,31514,GBSG2,10,uniform,{'min_samples': 25},pc-hazard,{'epochs': 500},0.672207327971403,0.79577202544562,0.1915805304265275,0.5858087578194817,0.7358380636572968,0.2492717264789735,0.6537980339588919,0.7900866825359688,0.1869165437693991
324,31514,GBSG2,10,uniform,{'min_samples': 25},rsf,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 100}",0.711349419124218,0.8080588086040931,0.1851706178064646,0.6487578194816801,0.7474869785672295,0.2077732250502351,0.6750670241286864,0.7896761916378225,0.2008976061694121
325,31514,GBSG2,10,uniform,{'min_samples': 25},rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 100, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 300}",0.711349419124218,0.8080588086040931,0.1851706178064646,0.6487578194816801,0.7474869785672295,0.2077732250502351,0.6902591599642538,0.7988321061792837,0.1983618400653043
222,31514,flchain,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",cox_ph,{'epochs': 500},0.9359455849671452,0.9425228637282762,0.0401737810849042,0.902360983593838,0.9082995141897,0.0607437803956352,0.6610042839645978,0.6685536176242822,0.1236670354557375
226,31514,flchain,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deephit,{'epochs': 500},0.9303814187884822,0.937454869050948,0.0435748242774032,0.9218421232503448,0.9303227360856564,0.0543898574243316,0.9294355844314188,0.9369359943586696,0.0433101865232091
223,31514,flchain,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deepsurv,{'epochs': 500},0.9301431128664878,0.93721872164279,0.0440681591054046,0.9273418175167784,0.9349308177733804,0.054739363475046,0.5164754369403737,0.4962287715145493,0.1296263899371383
225,31514,flchain,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nmtlr,{'epochs': 500},0.932470752104574,0.9391655659022968,0.0455956849699348,0.9270591756092964,0.934544660437471,0.0475587893200275,0.933326067157934,0.9401354009232838,0.0420222015669327
224,31514,flchain,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nnet-survival,{'epochs': 500},0.928275459477833,0.9356605469628296,0.0472695042154333,0.8794498088934292,0.8876563098926706,0.0733022475987128,0.9339523129529428,0.9404327147870244,0.0426396111812621
227,31514,flchain,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",pc-hazard,{'epochs': 500},0.930510732079487,0.9376199993910328,0.0461822762363054,0.8860760990244236,0.8941153719052884,0.0704777916274699,0.93182418564955,0.938669997425642,0.0427010196670403
390,31514,flchain,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 325}",0.933054509246824,0.9396638405037266,0.0399321307915386,0.9271912598993944,0.9347465790693936,0.0456521238102489,0.9297274630025438,0.9368852858197968,0.0440231805336055
391,31514,flchain,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 200}",0.933054509246824,0.9396638405037266,0.0399321307915386,0.9271912598993944,0.9347465790693936,0.0456521238102489,0.9287603843191008,0.9361585442398288,0.0428789524666874
216,31514,flchain,10,uniform,{'min_samples': 25},cox_ph,{'epochs': 500},0.9359215696416728,0.9425071204939798,0.0401836054410632,0.9157577481752972,0.922326451643678,0.0551461424486003,0.9239711742201024,0.931623296952528,0.0553403833168259
220,31514,flchain,10,uniform,{'min_samples': 25},deephit,{'epochs': 500},0.9309042139506872,0.937912865475804,0.0435922268501137,0.921719829823709,0.9301513614579034,0.0571343755320413,0.9300969295482716,0.9374482360131112,0.0433383628256645
217,31514,flchain,10,uniform,{'min_samples': 25},deepsurv,{'epochs': 500},0.9325585004091842,0.9392171012086568,0.0437573379638247,0.9229318648269697,0.9299397874734048,0.0573692388632869,0.9366826707258724,0.9429005099830108,0.040259406153718
219,31514,flchain,10,uniform,{'min_samples': 25},nmtlr,{'epochs': 500},0.932823592655744,0.9395822070091536,0.0457236422993204,0.9267772726349062,0.9342830308249518,0.047700248990273,0.9362485475346422,0.9425867046304106,0.0408881317354932
218,31514,flchain,10,uniform,{'min_samples': 25},nnet-survival,{'epochs': 500},0.9280722528776826,0.935498718529832,0.0467894133264161,0.9084400937706092,0.9167609733276922,0.063474463431132,0.9325778974028348,0.9392221793941956,0.0435159369963691
221,31514,flchain,10,uniform,{'min_samples': 25},pc-hazard,{'epochs': 500},0.9305292054067734,0.937652762493785,0.0462311049215653,0.8991437612802755,0.907082766192448,0.0650001177054672,0.9331431812177988,0.9399338114302372,0.0434555218510729
388,31514,flchain,10,uniform,{'min_samples': 25},rsf,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 400}",0.934741124028072,0.9412436881378872,0.0399772407927496,0.926729611450507,0.934279353081852,0.0455089392714243,0.9277757559747358,0.9351927437602529,0.0442307860668766
389,31514,flchain,10,uniform,{'min_samples': 25},rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': None, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 20, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 350}",0.934741124028072,0.9412436881378872,0.0399772407927496,0.926729611450507,0.934279353081852,0.0455089392714243,0.929733928667094,0.9368257527812944,0.0425924623204672
198,31514,metabric,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",cox_ph,{'epochs': 500},0.5990606575397222,0.5715361196809698,0.2020226214506477,0.5540241830718498,0.5701586438841063,0.2110551993531417,0.5557909463375637,0.5503329143728746,0.2129083582211677
202,31514,metabric,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deephit,{'epochs': 500},0.5713400619566303,0.5649093121401138,0.2094002440732864,0.5522154491855701,0.5651273715868804,0.2158288048268904,0.5609873088837813,0.5573494145107676,0.2042891703723984
199,31514,metabric,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",deepsurv,{'epochs': 500},0.612831018287199,0.5521667312902158,0.2074585138438138,0.5643849305486159,0.5574047621740805,0.2129616405923355,0.6087139002698111,0.5597377733794996,0.1982288223850453
201,31514,metabric,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nmtlr,{'epochs': 500},0.6027380833416608,0.5688142963179701,0.2196489428349015,0.5814669731188168,0.5598623647237003,0.212155609458581,0.5985010492655142,0.561418491536306,0.2062549121994183
200,31514,metabric,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",nnet-survival,{'epochs': 500},0.6067152992904966,0.5485094083255373,0.1963196352353958,0.4834176076746278,0.4318317215580481,0.280619562685657,0.571140201858699,0.5313782682176291,0.202855463211914
203,31514,metabric,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",pc-hazard,{'epochs': 500},0.6025182372339363,0.5573578677958467,0.1988463880722176,0.4749535325272308,0.4337061205806304,0.2819177351428464,0.5606875187368842,0.5307539969441903,0.2087279514740463
330,31514,metabric,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf,"{'params': {'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 15, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 100}",0.62967922454282,0.5646965416512952,0.1914845820415014,0.5899250524632758,0.5779385267522287,0.197921200818361,0.6103127810532627,0.571811502157064,0.1917294642684154
331,31514,metabric,10,label_skew,"{'min_samples': 25, 'alpha': 8.0}",rsf_ibs,"{'params': {'bootstrap': True, 'max_depth': 20, 'max_features': 'log2', 'max_leaf_nodes': None, 'max_samples': None, 'min_samples_leaf': 3, 'min_samples_split': 15, 'min_weight_fraction_leaf': 0.0, 'n_estimators': 200, 'n_jobs': -1, 'oob_score': False, 'random_state': None, 'verbose': 0, 'warm_start': False}, 'num_fed_trees': 500}",0.62967922454282,0.5646965416512952,0.1914845820415014,0.5899250524632758,0.5779385267522287,0.197921200818361,0.6150894373938243,0.5878836117677068,0.1883136399264707
192,31514,metabric,10,uniform,{'min_samples': 25},cox_ph,{'epochs': 500},0.5992205456180674,0.571613204096194,0.2020063573927774,0.5720655541121215,0.5784451226182514,0.2111956558935225,0.5399220545618068,0.6054826274116281,0.2142740956929394
196,31514,metabric,10,uniform,{'min_samples': 25},deephit,{'epochs': 500},0.5728390126911163,0.5665687471911696,0.2099130693469137,0.5650944338962727,0.564333530119413,0.2162187475946262,0.5781153192765065,0.5654822591979286,0.2042461978159722
193,31514,metabric,10,uniform,{'min_samples': 25},deepsurv,{'epochs': 500},0.613110822424303,0.5522679606025183,0.2074363393474927,0.5957449785150395,0.5661678299175221,0.2048117948005174,0.6385330268811832,0.5841852388237082,0.1929492963797543
195,31514,metabric,10,uniform,{'min_samples': 25},nmtlr,{'epochs': 500},0.595443189767163,0.5652084513280565,0.223666469287877,0.59131208154292,0.5551878355869212,0.2074179471346777,0.6233236734286,0.5954750686681696,0.2004195385182275
